ticker,exchange_suffix,name,sector,isin,euronext_symbol,mic,market,source,n_days,first_trade_date,last_trade_date,alive_at_period_end,inferred_delisted_before_period_end,status
CLABO.MI,.MI,CLABO,,IT0005091324,CLABO,MTAA,Euronext Milan,euronext_current_directory_csv_export,1752,2019-01-02,2025-12-30,True,False,ok
CLARI.PA,.PA,CLARIANE,,FR0010386334,CLARI,XPAR,Euronext Paris,euronext_current_directory_csv_export,647,2023-06-12,2025-12-31,True,False,ok
CLE.MI,.MI,CLASS EDITORI,,IT0005117848,CLE,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CLEX.BR,.BR,CUMULEX,,BE0003463685,CLEX,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CLF.MI,.MI,CALEFFI,,IT0003025019,CLF,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CLI.MI,.MI,C. LATTE D'ITALIA,,IT0003023980,CLI,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CLOUD.OL,.OL,CLOUDBERRY CLEAN,,NO0010876642,CLOUD,XOSL,Oslo Børs,euronext_current_directory_csv_export,1443,2020-04-02,2025-12-30,True,False,ok
CMB.MI,.MI,CEMBRE,,IT0001128047,CMB,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CMBT.BR,.BR,CMB.TECH,,BE0003816338,CMBT,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CMBTO.OL,.OL,CMB.TECH,,BE0003816338,CMBTO,XOSL,Oslo Børs,euronext_current_directory_csv_export,92,2025-08-20,2025-12-30,True,False,ok
CMCOM.AS,.AS,CM.COM,,NL0012747059,CMCOM,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CMO.PA,.PA,CRCAM MORBIHAN CCI,,FR0000045551,CMO,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CMTL.MI,.MI,COM.TEL,,IT0005632945,CMTL,MTAA,Euronext Milan,euronext_current_directory_csv_export,218,2025-02-19,2025-12-30,True,False,ok
CNDF.PA,.PA,CRCAM NORD CCI,,FR0000185514,CNDF,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CO.PA,.PA,CASINO GUICHARD,,FR001400OKR3,CO,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
COBH.BR,.BR,CO.BR.HA,,BE0003519270,COBH,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CODE.OL,.OL,CODELAB CAPITAL,,NO0013483503,CODE,XOSL,Oslo Børs,euronext_current_directory_csv_export,1300,2020-10-23,2025-12-30,True,False,ok
COFA.PA,.PA,COFACE,,FR0010667147,COFA,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
COFB.BR,.BR,COFINIMMO,,BE0003593044,COFB,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
COH.PA,.PA,COHERIS,,FR0004031763,COH,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
COLR.BR,.BR,COLRUYT,,BE0974256852,COLR,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
COM.MI,.MI,COMER INDUSTRIES,,IT0005246191,COM,MTAA,Euronext Milan,euronext_current_directory_csv_export,1728,2019-03-13,2025-12-30,True,False,ok
COMB.BR,.BR,CIE BOIS SAUVAGE,,BE0003592038,COMB,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CONTX.OL,.OL,CONTEXTVISION,,SE0014731154,CONTX,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
COP.MI,.MI,COPERNICO,,IT0005379406,COP,MTAA,Euronext Milan,euronext_current_directory_csv_export,1624,2019-08-09,2025-12-30,True,False,ok
COR.LS,.LS,CORTICEIRA AMORIM,,PTCOR0AE0006,COR,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CORE.MI,.MI,ALLCORE,,IT0005461303,CORE,MTAA,Euronext Milan,euronext_current_directory_csv_export,1046,2021-11-05,2025-12-30,True,False,ok
COSH.OL,.OL,CONSTELLATION OIL,,NO0013597419,COSH,XOSL,Oslo Børs,euronext_current_directory_csv_export,205,2025-03-06,2025-12-30,True,False,ok
COSMO.MI,.MI,FARMACOSMO,,IT0005487670,COSMO,MTAA,Euronext Milan,euronext_current_directory_csv_export,951,2022-04-01,2025-12-30,True,False,ok
COTY.PA,.PA,COTY,,US2220702037,COTY,XPAR,Euronext Paris,euronext_current_directory_csv_export,572,2023-09-28,2025-12-31,True,False,ok
COUR.PA,.PA,COURTOIS,,FR0000065393,COUR,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
COV.PA,.PA,COVIVIO,,FR0000064578,COV,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
COVH.PA,.PA,COVIVIO HOTELS,,FR0000060303,COVH,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CPINV.BR,.BR,CARE PROPERTY INV.,,BE0974273055,CPINV,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CPR.MI,.MI,CAMPARI,,NL0015435975,CPR,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CRAP.PA,.PA,CRCAM ALP.PROV.CCI,,FR0000044323,CRAP,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRAV.PA,.PA,CRCAM ATL.VEND.CCI,,FR0000185506,CRAV,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRBN.AS,.AS,CORBION,,NL0010583399,CRBN,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CRBP2.PA,.PA,CRCAM BRIE PIC2CCI,,FR0010483768,CRBP2,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CREG.MI,.MI,CREACTIVES GROUP,,IT0005408593,CREG,MTAA,Euronext Milan,euronext_current_directory_csv_export,629,2023-07-06,2025-12-30,True,False,ok
CRI.PA,.PA,CIECHARGEURSINVEST,,FR0000130692,CRI,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRL.MI,.MI,CAREL INDUSTRIES,,IT0005331019,CRL,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CRLA.PA,.PA,CRCAM LANGUED CCI,,FR0010461053,CRLA,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRLO.PA,.PA,CRCAM LOIRE HTE L.,,FR0000045239,CRLO,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRNA.OL,.OL,CIRCIO HOLDING,,NO0013033795,CRNA,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
CROS.PA,.PA,CROSSWOOD,,FR0000050395,CROS,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRSU.PA,.PA,CRCAM SUD R.A.CCI,,FR0000045346,CRSU,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CRTO.PA,.PA,CRCAM TOURAINE CCI,,FR0000045304,CRTO,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CS.PA,.PA,AXA,,FR0000120628,CS,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CSP.MI,.MI,CSP INT IND CALZE,,IT0001127874,CSP,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CTAC.AS,.AS,CTAC,,NL0000345577,CTAC,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CTPNV.AS,.AS,CTP,,NL00150006R6,CTPNV,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1223,2021-03-25,2025-12-31,True,False,ok
CTT.LS,.LS,CTT CORREIOS PORT,,PTCTT0AM0001,CTT,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CUBE.MI,.MI,CUBE LABS,,IT0005532483,CUBE,MTAA,Euronext Milan,euronext_current_directory_csv_export,699,2023-03-27,2025-12-30,True,False,ok
CULT.MI,.MI,CULTI MILANO,,IT0005257347,CULT,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
CV.PA,.PA,ZCI LIMITED,,BMG9887P1068,CV,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
CVC.AS,.AS,CVC CAPITAL,,JE00BRX98089,CVC,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,430,2024-04-26,2025-12-31,True,False,ok
CVG.MI,.MI,CONVERGENZE,,IT0005426215,CVG,MTAA,Euronext Milan,euronext_current_directory_csv_export,1270,2021-01-05,2025-12-30,True,False,ok
CY4.MI,.MI,CY4GATE,,IT0005412504,CY4,MTAA,Euronext Milan,euronext_current_directory_csv_export,1405,2020-06-24,2025-12-30,True,False,ok
CYAD.BR,.BR,CELYAD ONCOLOGY,,BE0974260896,CYAD,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
CYB.MI,.MI,CYBEROO,,IT0005546103,CYB,MTAA,Euronext Milan,euronext_current_directory_csv_export,1584,2019-10-07,2025-12-30,True,False,ok
CYVIZ.OL,.OL,CYVIZ,,NO0010015175,CYVIZ,XOSL,Oslo Børs,euronext_current_directory_csv_export,1262,2020-12-21,2025-12-30,True,False,ok
D.MI,.MI,DIRECTA SIM,,IT0001463063,D,MTAA,Euronext Milan,euronext_current_directory_csv_export,1021,2021-12-22,2025-12-30,True,False,ok
DAL.MI,.MI,DATALOGIC,,IT0004053440,DAL,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DAN.MI,.MI,DANIELI & C,,IT0000076502,DAN,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DANR.MI,.MI,DANIELI & C RISP,,IT0000076486,DANR,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DATA.MI,.MI,DATRIX,,IT0005468357,DATA,MTAA,Euronext Milan,euronext_current_directory_csv_export,1034,2021-12-03,2025-12-30,True,False,ok
DBA.MI,.MI,DBA GROUP,,IT0005285942,DBA,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DBG.PA,.PA,DERICHEBOURG,,FR0000053381,DBG,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DBV.PA,.PA,DBV TECHNOLOGIES,,FR0010417345,DBV,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DDM.MI,.MI,DEDEM,,IT0005659724,DDM,MTAA,Euronext Milan,euronext_current_directory_csv_export,110,2025-07-24,2025-12-30,True,False,ok
DDRIL.OL,.OL,DOLPHIN DRILLING,,NO0013711739,DDRIL,XOSL,Oslo Børs,euronext_current_directory_csv_export,796,2022-10-28,2025-12-30,True,False,ok
DEA.MI,.MI,DIS ELET ADRIATICA,,IT0005600249,DEA,MTAA,Euronext Milan,euronext_current_directory_csv_export,374,2024-07-05,2025-12-30,True,False,ok
DEC.PA,.PA,JCDECAUX,,FR0000077919,DEC,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DECB.BR,.BR,DECEUNINCK,,BE0003789063,DECB,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
DEEZR.PA,.PA,DEEZER,,FR001400AYG6,DEEZR,XPAR,Euronext Paris,euronext_current_directory_csv_export,894,2022-07-05,2025-12-31,True,False,ok
DEEZW.PA,.PA,DEEZER WARRANTS,,FR0014004JF6,DEEZW,XPAR,Euronext Paris,euronext_current_directory_csv_export,892,2022-07-07,2025-12-31,True,False,ok
DELIA.OL,.OL,DELLIA GROUP,,NO0012697095,DELIA,XOSL,Oslo Børs,euronext_current_directory_csv_export,64,2025-09-29,2025-12-30,True,False,ok
DEME.BR,.BR,DEME GROUP,,BE0974413453,DEME,XBRU,Euronext Brussels,euronext_current_directory_csv_export,897,2022-06-30,2025-12-31,True,False,ok
DEX.MI,.MI,DEXELANCE,,IT0005543480,DEX,MTAA,Euronext Milan,euronext_current_directory_csv_export,664,2023-05-18,2025-12-30,True,False,ok
DFENS.OL,.OL,FJORD DEFENCE GR,,NO0013647693,DFENS,XOSL,Oslo Børs,euronext_current_directory_csv_export,1634,2019-07-03,2025-12-30,True,False,ok
DG.PA,.PA,VINCI,,FR0000125486,DG,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DGT.MI,.MI,DIGITOUCH,,IT0005089476,DGT,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DGV.MI,.MI,DIGITAL VALUE,,IT0005347429,DGV,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DHH.MI,.MI,DHH,,IT0005203622,DHH,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DIA.MI,.MI,DIASORIN,,IT0003492391,DIA,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DIAD.MI,.MI,DIADEMA CAPITAL,,IT0005605636,DIAD,MTAA,Euronext Milan,euronext_current_directory_csv_export,121,2025-07-09,2025-12-30,True,False,ok
DIB.MI,.MI,DIGITAL BROS,,IT0001469995,DIB,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DIE.BR,.BR,D'IETEREN GROUP,,BE0974259880,DIE,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
DIEG.BR,.BR,DIEGEM KENNEDYCERT,,BE0003698124,DIEG,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
DIM.PA,.PA,SARTORIUS STED BIO,,FR0013154002,DIM,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DIS.MI,.MI,D'AMICO,,LU2592315662,DIS,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DISL.BR,.BR,DISTRI-LAND CERT,,BE0003605160,DISL,XBRU,Euronext Brussels,euronext_current_directory_csv_export,57,2025-10-10,2025-12-31,True,False,ok
DIT.MI,.MI,DESTINATION ITALIA,,IT0005454027,DIT,MTAA,Euronext Milan,euronext_current_directory_csv_export,1066,2021-10-20,2025-12-30,True,False,ok
DKUPL.PA,.PA,DEKUPLE,,FR0000062978,DKUPL,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DLG.MI,.MI,DE'LONGHI,,IT0003115950,DLG,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DNB.OL,.OL,DNB BANK,,NO0010161896,DNB,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
DNO.OL,.OL,DNO,,NO0003921009,DNO,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
DNR.MI,.MI,INDUSTRIE DE NORA,,IT0005186371,DNR,MTAA,Euronext Milan,euronext_current_directory_csv_export,881,2022-07-12,2025-12-30,True,False,ok
DOFG.OL,.OL,DOF GROUP,,NO0012851874,DOFG,XOSL,Oslo Børs,euronext_current_directory_csv_export,635,2023-06-22,2025-12-30,True,False,ok
DOT.MI,.MI,DOTSTAY,,IT0005523839,DOT,MTAA,Euronext Milan,euronext_current_directory_csv_export,758,2023-01-03,2025-12-30,True,False,ok
DOV.MI,.MI,DOVALUE,,IT0005610958,DOV,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
DOX.MI,.MI,DOXEE,,IT0005394413,DOX,MTAA,Euronext Milan,euronext_current_directory_csv_export,1531,2019-12-19,2025-12-30,True,False,ok
DPAM.PA,.PA,DOCK.PETR.AMBES AM,,FR0000065260,DPAM,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DPT.PA,.PA,ST DUPONT,,FR0000054199,DPT,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DQ7A.IR,.IR,DONEGAL INVESTMENT,,IE000Y2HN3O9,DQ7A,XESM,Euronext Dublin,euronext_current_directory_csv_export,1782,2019-01-02,2025-12-31,True,False,ok
DSC2S.AS,.AS,CABKA DSC2 TS,,NL00150002R5,DSC2S,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,641,2023-06-27,2025-12-31,True,False,ok
DSFIR.AS,.AS,DSM FIRMENICH AG,,CH1216478797,DSFIR,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,692,2023-04-18,2025-12-31,True,False,ok
DSRT.OL,.OL,DESERT CONTROL,,NO0010963275,DSRT,XOSL,Oslo Børs,euronext_current_directory_csv_export,1187,2021-04-14,2025-12-30,True,False,ok
DSY.PA,.PA,DASSAULT SYSTEMES,,FR0014003TT8,DSY,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
DVD.OL,.OL,DEEP VALUE DRILLER,,NO0010955917,DVD,XOSL,Oslo Børs,euronext_current_directory_csv_export,1157,2021-05-31,2025-12-30,True,False,ok
E9IA.MI,.MI,E-NOVIA,,IT0005391229,E9IA,MTAA,Euronext Milan,euronext_current_directory_csv_export,768,2022-12-19,2025-12-30,True,False,ok
EAM.OL,.OL,EAM SOLAR,,NO0013601245,EAM,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
EAPI.PA,.PA,EUROAPI,,FR0014008VX5,EAPI,XPAR,Euronext Paris,euronext_current_directory_csv_export,936,2022-05-06,2025-12-31,True,False,ok
EARTH.AS,.AS,GREEN EARTH GROUP,,NL0009169515,EARTH,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,79,2025-09-10,2025-12-31,True,False,ok
EAS2P.AS,.AS,EASE2PAY NV,,NL0000345627,EAS2P,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
EAV.MI,.MI,EMMA VILLAS,,IT0005562183,EAV,MTAA,Euronext Milan,euronext_current_directory_csv_export,569,2023-09-29,2025-12-30,True,False,ok
EBUS.AS,.AS,EBUSCO HOLDING,,NL0015002AG2,EBUS,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1074,2021-10-22,2025-12-31,True,False,ok
EC.PA,.PA,TotalEnergiesGabon,,GA0000121459,EC,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ECK.MI,.MI,ECOSUNTEK,,IT0005654766,ECK,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ECMB.MI,.MI,ECOMEMBRANE,,IT0005543332,ECMB,MTAA,Euronext Milan,euronext_current_directory_csv_export,677,2023-04-28,2025-12-30,True,False,ok
ECMPA.AS,.AS,EUROCOMMERCIAL,,NL0015000K93,ECMPA,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1077,2021-10-19,2025-12-31,True,False,ok
ECMPM.MI,.MI,EUROCOMMERCIAL,,NL0015000K93,ECMPM,MTAA,Euronext Milan,euronext_current_directory_csv_export,666,2023-05-16,2025-12-30,True,False,ok
ECNL.MI,.MI,AQUAFIL,,IT0005241192,ECNL,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ECONB.BR,.BR,ECONOCOM GROUP,,BE0974313455,ECONB,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ECT.AS,.AS,EUROCASTLE INVEST.,,GB00B94QM994,ECT,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
EDAC.MI,.MI,EDILIZIACROBATICA,,IT0005351504,EDAC,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
EDEN.PA,.PA,EDENRED,,FR0010908533,EDEN,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EDI.PA,.PA,MEDIA 6,,FR0000064404,EDI,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EDNR.MI,.MI,EDISON R,,IT0003372205,EDNR,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
EDP.LS,.LS,EDP,,PTEDP0AM0009,EDP,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
EDPR.LS,.LS,EDP RENOVAVEIS,,ES0127797019,EDPR,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
EEM.PA,.PA,ELECT. MADAGASCAR,,FR0000035719,EEM,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EFG.PA,.PA,EAGLEFOOTBALLGROUP,,FR0010428771,EFG,XPAR,Euronext Paris,euronext_current_directory_csv_export,448,2024-03-28,2025-12-31,True,False,ok
EFI.PA,.PA,EURASIA FONC INV,,FR0000061475,EFI,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EG7.IR,.IR,FBD HOLDINGS PLC,,IE0003290289,EG7,XESM,Euronext Dublin,euronext_current_directory_csv_export,1782,2019-01-02,2025-12-31,True,False,ok
EGB.MI,.MI,E-GLOBE,,IT0005557514,EGB,MTAA,Euronext Milan,euronext_current_directory_csv_export,600,2023-08-09,2025-12-30,True,False,ok
EGL.LS,.LS,MOTA ENGIL,,PTMEN0AE0005,EGL,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
EGLA.MI,.MI,EUROGROUP LAM,,IT0005527616,EGLA,MTAA,Euronext Milan,euronext_current_directory_csv_export,730,2023-02-10,2025-12-30,True,False,ok
EGR.PA,.PA,EVERGREEN,,FR0000035784,EGR,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EIFF.PA,.PA,TOUR EIFFEL,,FR0000036816,EIFF,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EIOF.OL,.OL,EIDESVIK OFFSHORE,,NO0010263023,EIOF,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
EKI.PA,.PA,EKINOPS,,FR0011466069,EKI,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EKOP.BR,.BR,EKOPAK,,BE0974380124,EKOP,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1219,2021-03-31,2025-12-31,True,False,ok
EL.PA,.PA,ESSILORLUXOTTICA,,FR0000121667,EL,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ELABS.OL,.OL,ELLIPTIC LABORATOR,,NO0010722283,ELABS,XOSL,Oslo Børs,euronext_current_directory_csv_export,1308,2020-10-16,2025-12-30,True,False,ok
ELB.MI,.MI,EDGELAB,,IT0005627762,ELB,MTAA,Euronext Milan,euronext_current_directory_csv_export,253,2024-12-30,2025-12-30,True,False,ok
ELC.MI,.MI,ELICA,,IT0003404214,ELC,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ELEC.PA,.PA,ELEC.STRASBOURG,,FR0000031023,ELEC,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ELI.BR,.BR,ELIA GROUP,,BE0003822393,ELI,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ELIMP.OL,.OL,ELEKTROIMPORTØREN,,NO0010911902,ELIMP,XOSL,Oslo Børs,euronext_current_directory_csv_export,1265,2020-12-16,2025-12-30,True,False,ok
ELIOR.PA,.PA,ELIOR GROUP,,FR0011950732,ELIOR,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ELIS.PA,.PA,ELIS,,FR0012435121,ELIS,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ELK.OL,.OL,ELKEM,,NO0010816093,ELK,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
ELMRA.OL,.OL,ELMERA GROUP,,NO0010815673,ELMRA,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
ELN.MI,.MI,EL.EN.,,IT0005453250,ELN,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ELO.OL,.OL,ELOPAK,,NO0011002586,ELO,XOSL,Oslo Børs,euronext_current_directory_csv_export,1144,2021-06-17,2025-12-30,True,False,ok
ELSA.MI,.MI,ELSA SOLUTIONS,,IT0005561466,ELSA,MTAA,Euronext Milan,euronext_current_directory_csv_export,569,2023-09-27,2025-12-30,True,False,ok
EM.MI,.MI,EMAK,,IT0001237053,EM,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
EMEIS.PA,.PA,EMEIS,,FR001400NLM4,EMEIS,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
EMGS.OL,.OL,ELECTROMAGNET GEO,,NO0010358484,EMGS,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
EN.PA,.PA,BOUYGUES,,FR0000120503,EN,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ENA.MI,.MI,ENA,,IT0005468290,ENA,MTAA,Euronext Milan,euronext_current_directory_csv_export,260,2024-12-16,2025-12-30,True,False,ok
